PMS Code,PMS Code Description,$ Value,Reporting Category,Active/Inactive,Dose Count
51-106,Gabapentin 10mg Capsule,0.8,Revenue Profit Categories - Drug and Medications,active,0
51-106,Gabapentin 10mg Capsule,0.8,Medication Breakout - Pain,active,0
56-28,Piroxicam 5mg Capsules,1.27,Revenue Profit Categories - Drug and Medications,active,0
25-6,Recommend Dentistry,0.0,Revenue Profit Categories - Professional Services (Other),active,0
93-327,RC Feline Dental 8kg,112.9,Diet Manufacturers - Royal Canin,active,0
93-327,RC Feline Dental 8kg,112.9,Revenue Profit Categories - Diet Revenue,active,0
G1029,Feline Orchiectomy - GROUP,0.0,Revenue Profit Categories - Surgery,active,0
93-333,RC Feline Mature Consult - Can,2.63,Diet Manufacturers - Royal Canin,active,0
93-333,RC Feline Mature Consult - Can,2.63,Revenue Profit Categories - Diet Revenue,active,0
56-28,Piroxicam 5mg Capsules,1.27,Medication Breakout - Pain,active,0
6-26,Abscess (Lance/Flush),92.0,Revenue Profit Categories - Professional Services (Other),active,0
93-345,RC K9 Mature Consult 14kg,111.33,Diet Manufacturers - Royal Canin,active,0
93-345,RC K9 Mature Consult 14kg,111.33,Revenue Profit Categories - Diet Revenue,active,0
3-25,Lyme Vaccine 1 Year,28.3,Revenue Profit Categories - Vaccines,active,0
3-25,Lyme Vaccine 1 Year,28.3,Vaccinations - Lyme,active,0
62-63,Felimazole 2.5mg Tablet,0.33,Revenue Profit Categories - Drug and Medications,active,0
900-5,Invoice Adjustment,0.0,Revenue Profit Categories - Adjustments,active,0
GEN8,BORDETELLA reminder,0.0,Revenue Profit Categories - Professional Services (Other),active,0
KPOVH,Katies Place OVH/Tattoo/FVRCP,0.0,Revenue Profit Categories - Surgery,active,0
KPOVH,Katies Place OVH/Tattoo/FVRCP,0.0,Vaccinations - FVRCP,active,0
52-327,Cefaseptin 300mg Tablet,0.66,Revenue Profit Categories - Drug and Medications,active,0
100-534,Canine Metabolic 12.5kg,134.65,Diet Manufacturers - Hill's,active,0
100-534,Canine Metabolic 12.5kg,134.65,Revenue Profit Categories - Diet Revenue,active,0
11-1,Necrospy - In Hospital per 10 min,94.5,Revenue Profit Categories - Diagnostic Imaging,active,0
70-326,Therabites Hairball Soft Chews,10.21,Revenue Profit Categories - Over The Counter,active,0
100-219,Canine T/D 6.80kg,68.34,Diet Manufacturers - Hill's,active,0
100-219,Canine T/D 6.80kg,68.34,Revenue Profit Categories - Diet Revenue,active,0
70-142,Therabites Hip & Joint Chews (60),30.73,Revenue Profit Categories - Over The Counter,active,0
100-239,Canine Z/D Ultra Allergen 3.63kg,56.94,Diet Manufacturers - Hill's,active,0
100-239,Canine Z/D Ultra Allergen 3.63kg,56.94,Revenue Profit Categories - Diet Revenue,active,0
93-433,RC K9 Calm 8kg,86.28,Diet Manufacturers - Royal Canin,active,0
93-433,RC K9 Calm 8kg,86.28,Revenue Profit Categories - Diet Revenue,active,0
7-27,Clindamycin Inj 150 mg/ml per ml,8.39,Revenue Profit Categories - Injections,active,0
15-299,Anesthetic Monitoring - First 30 mins,45.2,Revenue Profit Categories - Anesthesia,active,0
12-94,4Dx Screen,93.99,Revenue Profit Categories - Lab (external),active,0
12-94,4Dx Screen,93.99,Testing - Heartworm Test,active,0
1-225,Anal Glands - Expressed w/ Tech,30.0,Revenue Profit Categories - Professional Services (Other),active,0
51-27,Post Op Metacam 1.5mg/ml,0.0,Revenue Profit Categories - Drug and Medications,active,0
6-10,Catheterize - Male,56.7,Revenue Profit Categories - Professional Services (Other),active,0
51-388,Tramadol 20mg/ml,1.17,Medication Breakout - Pain,active,0
51-212,Previcox 57mg Chew Tablet,2.28,Medication Breakout - Pain,active,0
52-37,Antirobe Aquadrops 20ml,48.38,Revenue Profit Categories - Drug and Medications,active,0
51-202,Apo-Meloxicam 1.5mg/ml 100ml,76.34,Revenue Profit Categories - Drug and Medications,active,0
51-202,Apo-Meloxicam 1.5mg/ml 100ml,76.34,Medication Breakout - Pain,active,0
93-527,RC K9 Renal Support T Can,4.54,Diet Manufacturers - Royal Canin,active,0
93-527,RC K9 Renal Support T Can,4.54,Revenue Profit Categories - Diet Revenue,active,0
51-27,Post Op Metacam 1.5mg/ml,0.0,Medication Breakout - Pain,active,0
23-30,Non-Medicated Bath - Med.,41.0,Revenue Profit Categories - Grooming,active,0
52-70,Clindamycin Caps 150mg,0.48,Revenue Profit Categories - Drug and Medications,inactive,0
12-22,Bile Acids Panel - Add On,88.05,Revenue Profit Categories - Lab (external),active,0
65-205,Revolution Teal (20.1-40kg) Per Vial,26.6,Revenue Profit Categories - Drug and Medications,active,1
65-205,Revolution Teal (20.1-40kg) Per Vial,26.6,Parasiticides_Combo - Revolution,active,1
101-112,Advantage II Canine Red Per Vial,16.47,Revenue Profit Categories - Drug and Medications,active,1
101-112,Advantage II Canine Red Per Vial,16.47,Parasiticides_External - Advantage,active,1
23-101,DemattingFeline per 10 min,21.0,Revenue Profit Categories - Grooming,active,0
52-57,Baytril 15mg,0.79,Revenue Profit Categories - Drug and Medications,inactive,0
57-55,Amlodipine 0.625mg Tablet,0.74,Revenue Profit Categories - Drug and Medications,active,0
62-211,Prozinc Insulin,98.87,Revenue Profit Categories - Drug and Medications,active,0
56-5,PREDNISOLONE 1mg/ml,0.23,Medication Breakout - Derm,inactive,0
57-378,Clopidogrel 18.75mg/ml,2.2,Revenue Profit Categories - Drug and Medications,active,0
6-13,Cystocentesis,41.2,Revenue Profit Categories - Lab (in-house),active,0
900-4,A/R Adjustment,0.0,Revenue Profit Categories - Adjustments,active,0
93-125,RC K9 Hypoallergenic 9.5kg,101.5,Diet Manufacturers - Royal Canin,active,0
93-125,RC K9 Hypoallergenic 9.5kg,101.5,Revenue Profit Categories - Diet Revenue,active,0
70-159,Therabites Liver,30.73,Revenue Profit Categories - Over The Counter,active,0
100-249,Feline C/D MultiCare Can - Ocean Fish,2.37,Diet Manufacturers - Hill's,active,0
100-249,Feline C/D MultiCare Can - Ocean Fish,2.37,Revenue Profit Categories - Diet Revenue,active,0
21-205,I.V. Placement - Surgery,0.0,Revenue Profit Categories - Fluid Therapy,active,0
57-57,Terbutaline Sulfate 1.25mg/ml,0.51,Revenue Profit Categories - Drug and Medications,active,0
100-279,Feline R/D 3.85kg,64.21,Diet Manufacturers - Hill's,active,0
100-279,Feline R/D 3.85kg,64.21,Revenue Profit Categories - Diet Revenue,active,0
93-661,RC Hypo HP Treats K9 (500gm),13.46,Revenue Profit Categories - Over The Counter,active,0
11-13,Blood Glucose Test,23.1,Revenue Profit Categories - Lab (in-house),active,0
30-9,Adaptil Diffuser Refill 48ml,30.69,Revenue Profit Categories - Over The Counter,active,0
600-66,SPCA Discount,0.0,Revenue Profit Categories - Discounts,active,0
17-22,Extraction Deciduous Incisor,18.4,Revenue Profit Categories - Dentistry,active,0
9-14,Kennel Charge,25.8,Revenue Profit Categories - Hospitalization,active,0
30-1023,Fluoxetine 5mg Tablets,0.76,Revenue Profit Categories - Drug and Medications,active,0
G1259,Anesth. Induction + 30min Iso - GROUP,0.0,Revenue Profit Categories - Anesthesia,active,0
1-27,Tattoo,27.5,Revenue Profit Categories - Professional Services (Other),active,0
93-260,RC FE Gastro Int Mod Cal 1.5kg,28.99,Diet Manufacturers - Royal Canin,active,0
93-260,RC FE Gastro Int Mod Cal 1.5kg,28.99,Revenue Profit Categories - Diet Revenue,active,0
93-286,MCRC Medi Chew 4 Pack - Small,18.0,Revenue Profit Categories - Over The Counter,inactive,0
18-206,Xray - 3 Views,250.92,Revenue Profit Categories - Radiology,active,0
16-35,Abscess (Lance/Flush/Drain Placement),94.5,Revenue Profit Categories - Professional Services (Other),active,0
1-17,Intensive Care per 1/4hour,44.9,Revenue Profit Categories - Hospitalization,active,0
51-9,Metacam 32ml,65.37,Revenue Profit Categories - Drug and Medications,active,0
51-9,Metacam 32ml,65.37,Medication Breakout - Pain,active,0
30-15,Feliway Diffuser,21.03,Revenue Profit Categories - Over The Counter,active,0
64-20,Vet Sol Ear Cleaner 237mls,15.76,Revenue Profit Categories - Drug and Medications,active,0
64-20,Vet Sol Ear Cleaner 237mls,15.76,Medication Breakout - Otics,active,0
70-302,Hilary's Blend Canine 700gr,76.03,Revenue Profit Categories - Over The Counter,active,0
66-10,Pyoben Shampoo 16oz,35.1,Revenue Profit Categories - Drug and Medications,active,0
66-10,Pyoben Shampoo 16oz,35.1,Medication Breakout - Derm,active,0
14-14,Canine Ovariohysterectomy <10kg,228.12,Revenue Profit Categories - Surgery,active,0
64-201,Malacetic Otic Cleanser 237ml,32.74,Medication Breakout - Otics,active,0
64-10,Surolan 30ml,68.41,Revenue Profit Categories - Drug and Medications,active,0
64-10,Surolan 30ml,68.41,Medication Breakout: Otics - Surolan,active,0
64-10,Surolan 30ml,68.41,Medication Breakout - Otics,active,0
93-123,RC K9 Hypoallergenic - Can,4.66,Diet Manufacturers - Royal Canin,active,0
93-123,RC K9 Hypoallergenic - Can,4.66,Revenue Profit Categories - Diet Revenue,active,0
63-54,Tobramycin .3% 5ml,16.42,Revenue Profit Categories - Drug and Medications,active,0
15-18,General Anesthesia (Isoflurane),0.0,Revenue Profit Categories - Anesthesia,active,0
100-507,Feline D/D 1.58kg Venison,28.99,Diet Manufacturers - Hill's,active,0
100-507,Feline D/D 1.58kg Venison,28.99,Revenue Profit Categories - Diet Revenue,active,0
70-423,Yunnan Bai Yao Powder or Capsules,18.45,Revenue Profit Categories - Over The Counter,active,0
1-12,Physical Examination - No Charge,0.0,Revenue Profit Categories - Exams,active,0
1-12,Physical Examination - No Charge,0.0,Preventive Care Snapshot - Wellness Exams,active,0
3-1,DA2LP/Parvo Vaccine 1st,28.3,Revenue Profit Categories - Vaccines,active,0
3-1,DA2LP/Parvo Vaccine 1st,28.3,Vaccinations - DHPP(1y),active,0
12-123,Culture & Sensitivity Advantage Add on,113.08,Revenue Profit Categories - Lab (external),active,0
100-526,Canine Metabolic 3.49kg,48.67,Diet Manufacturers - Hill's,active,0
100-526,Canine Metabolic 3.49kg,48.67,Revenue Profit Categories - Diet Revenue,active,0
100-523,Feline D/D 3.85kg Venison,62.13,Diet Manufacturers - Hill's,active,0
100-523,Feline D/D 3.85kg Venison,62.13,Revenue Profit Categories - Diet Revenue,active,0
3-1,DA2LP/Parvo Vaccine 1st,28.3,Vaccinations - Lepto,active,0
64-285,Claro Treatment per ear (incl clean),54.97,Revenue Profit Categories - Drug and Medications,active,0
64-285,Claro Treatment per ear (incl clean),54.97,Medication Breakout: Otics - Claro,active,0
64-285,Claro Treatment per ear (incl clean),54.97,Medication Breakout - Otics,active,0
100-293,Canine I/D Chicken Stew 354gr,4.57,Diet Manufacturers - Hill's,active,0
100-293,Canine I/D Chicken Stew 354gr,4.57,Revenue Profit Categories - Diet Revenue,active,0
1-53,Nail Trim - Rodent,15.9,Revenue Profit Categories - Professional Services (Other),active,0
100-576,Canine I/D LOW FAT Stew Can 385gr,4.57,Diet Manufacturers - Hill's,active,0
100-576,Canine I/D LOW FAT Stew Can 385gr,4.57,Revenue Profit Categories - Diet Revenue,active,0
100-301,Feline Z/D Low Allergen 1.81kg,40.38,Diet Manufacturers - Hill's,active,0
100-301,Feline Z/D Low Allergen 1.81kg,40.38,Revenue Profit Categories - Diet Revenue,active,0
18-204,Ultrasound Mobile Service (See fee guide,0.0,Revenue Profit Categories - Diagnostic Imaging,active,0
1014,Bordetella Vaccine Intranasal,28.3,Revenue Profit Categories - Vaccines,active,0
1014,Bordetella Vaccine Intranasal,28.3,Vaccinations - Bordetella,active,0
54-46,Metronidazole 50mg Tablet,0.62,Revenue Profit Categories - Drug and Medications,active,0
62-12,Methimazole 50mg/ml Trans. syringe1cc,8.77,Revenue Profit Categories - Drug and Medications,active,0
93-294,RC K9 Mature Consult Sm. Dog 1.5kg,18.65,Diet Manufacturers - Royal Canin,active,0
93-294,RC K9 Mature Consult Sm. Dog 1.5kg,18.65,Revenue Profit Categories - Diet Revenue,active,0
102-387,Max & Molly Liver Treats 220gr,19.01,Revenue Profit Categories - Over The Counter,active,0
56-72,Apoquel 5.4mg Tablet,3.07,Revenue Profit Categories - Drug and Medications,active,0
1-25,Anal Glands - Expressed,44.0,Revenue Profit Categories - Professional Services (Other),active,0
56-72,Apoquel 5.4mg Tablet,3.07,Medication Breakout - Derm,active,0
15-300,Anesthetic Monitoring - Add't 10 mins,20.3,Revenue Profit Categories - Anesthesia,active,0
93-121,RC K9 Hypo HP 3.5kg,54.88,Diet Manufacturers - Royal Canin,active,0
93-121,RC K9 Hypo HP 3.5kg,54.88,Revenue Profit Categories - Diet Revenue,active,0
100-533,Feline Metabolic Treats,8.28,Revenue Profit Categories - Over The Counter,active,0
1-31,Nail Trim with Exam,22.5,Revenue Profit Categories - Professional Services (Other),active,0
33-4,Katies Place ORCH/Tattoo/FVRCP,70.0,Revenue Profit Categories - Vaccines,active,0
33-4,Katies Place ORCH/Tattoo/FVRCP,70.0,Vaccinations - FVRCP,active,0
65-203,Revolution Brown (5.1-10kg) Per Vial,20.45,Revenue Profit Categories - Drug and Medications,active,1
65-203,Revolution Brown (5.1-10kg) Per Vial,20.45,Parasiticides_Combo - Revolution,active,1
3-7,DA2P/Parvo Vaccine 3rd,28.3,Vaccinations - DHPP,active,0
1016,Diazepam Inj per ml,3.28,Revenue Profit Categories - Injections,active,0
30-8,Adaptil Diffuser,21.03,Revenue Profit Categories - Over The Counter,active,0
301-8,Urinalysis (True North),49.84,Revenue Profit Categories - Lab (external),active,0
102-332,Pure Bites K9 Cheese 57gr,7.65,Revenue Profit Categories - Over The Counter,active,0
93-275,RC K9 Gastro Int Low Fat - Can,4.57,Diet Manufacturers - Royal Canin,active,0
93-275,RC K9 Gastro Int Low Fat - Can,4.57,Revenue Profit Categories - Diet Revenue,active,0
71-50,CET Fingerbrush Kit Poultry (12gram),13.65,Revenue Profit Categories - Over The Counter,active,0
93-280,RC K9 Gastro Int High Energy 10kg,121.18,Diet Manufacturers - Royal Canin,active,0
93-280,RC K9 Gastro Int High Energy 10kg,121.18,Revenue Profit Categories - Diet Revenue,active,0
18-2,Xray - Additional Views,68.78,Revenue Profit Categories - Radiology,active,0
12-9,ACTH Response Test/Kennel chrg.,297.03,Revenue Profit Categories - Lab (external),active,0
93-600,RC FE Renal Support S 1.37kg,25.98,Diet Manufacturers - Royal Canin,active,0
93-600,RC FE Renal Support S 1.37kg,25.98,Revenue Profit Categories - Diet Revenue,active,0
10-9,Medication Administer Charge - Boarding,3.1,Revenue Profit Categories - Boarding,active,0
51-222,Previcox 227mg Tablet,3.87,Revenue Profit Categories - Drug and Medications,active,0
51-222,Previcox 227mg Tablet,3.87,Medication Breakout - Pain,active,0
12-400,Liver Panel,114.5,Revenue Profit Categories - Lab (external),active,0
18-1,Xray - 2 Views,182.14,Revenue Profit Categories - Radiology,active,0
40-112,Euthanasia Small Rodent (Incl Crem),20.0,Revenue Profit Categories - Euthanasia & Cremation,active,0
51-201,Doxycycline Liquid 50mg/ml per ml,1.09,Revenue Profit Categories - Drug and Medications,active,0
14-505,Hospitalization,0.0,Revenue Profit Categories - Hospitalization,active,0
12-534,Senior Panel & U/A w/ Spec FPL,262.1,Revenue Profit Categories - Lab (external),active,0
12-534,Senior Panel & U/A w/ Spec FPL,262.1,Testing - Wellness Bloodwork,active,0
100-287,Feline T/D 1.8kg,33.13,Diet Manufacturers - Hill's,active,0
100-287,Feline T/D 1.8kg,33.13,Revenue Profit Categories - Diet Revenue,active,0
65-212,Revolution Plum (40-60kg) Per Vial,28.77,Revenue Profit Categories - Drug and Medications,active,1
65-212,Revolution Plum (40-60kg) Per Vial,28.77,Parasiticides_Combo - Revolution,active,1
2-8,FeLV Vaccine 2nd,28.3,Revenue Profit Categories - Vaccines,active,0
56-4,Prednisone 50mg Tablets,0.36,Revenue Profit Categories - Drug and Medications,active,0
56-4,Prednisone 50mg Tablets,0.36,Medication Breakout - Derm,active,0
93-324,RC Feline Dental 3.5kg,57.99,Diet Manufacturers - Royal Canin,active,0
93-324,RC Feline Dental 3.5kg,57.99,Revenue Profit Categories - Diet Revenue,active,0
12-23,Diarrhea RealPCR Panel - Canine,207.38,Revenue Profit Categories - Lab (external),active,0
2-8,FeLV Vaccine 2nd,28.3,Vaccinations - FELV,active,0
30-1021,Feliway Spray 20ml,24.83,Revenue Profit Categories - Over The Counter,active,0
102-200,Crumps Chicken 280gr,33.31,Revenue Profit Categories - Over The Counter,active,0
21-20,1000 mls Lactated Ringers,7.85,Revenue Profit Categories - Fluid Therapy,active,0
64-6,Avena Sativa All Natural Ear Cleaner 250,12.7,Revenue Profit Categories - Drug and Medications,active,0
12-38,Fecal - Ova & Parasite w/ Giardia,88.48,Revenue Profit Categories - Lab (external),active,0
12-38,Fecal - Ova & Parasite w/ Giardia,88.48,Testing - Fecal,active,0
101-113,Advantage II Canine Blue Per Vial,17.62,Revenue Profit Categories - Drug and Medications,active,1
101-113,Advantage II Canine Blue Per Vial,17.62,Parasiticides_External - Advantage,active,1
63-51,Tobradex Ointment 3.5gm,33.05,Revenue Profit Categories - Drug and Medications,active,0
30-16,How To Raise A Puppy,22.5,Revenue Profit Categories - Professional Services (Other),active,0
40-115,Spawtz Duplicate Casting,10.0,Revenue Profit Categories - Professional Services (Other),active,0
64-6,Avena Sativa All Natural Ear Cleaner 250,12.7,Medication Breakout - Otics,active,0
51-8,Metacam Oral (1.5mg/ml) per 1 ml,3.5,Medication Breakout - Pain,active,0
71-112,CET Veggie Dent Fresh Small (30),22.73,Revenue Profit Categories - Over The Counter,active,0
60-3,Furosemide (Lasix)Oral 10mg/ml per ml,0.8,Revenue Profit Categories - Drug and Medications,active,0
3-16,Bordetella Vaccine Oral,28.3,Revenue Profit Categories - Vaccines,active,0
3-16,Bordetella Vaccine Oral,28.3,Vaccinations - Bordetella,active,0
71-68,Healthy Mouth K9 per ml,0.32,Revenue Profit Categories - Over The Counter,active,0
94-37,PVD Canine Gentle Snackers 226g,7.26,Revenue Profit Categories - Over The Counter,active,0
70-68,FortiFlora Feline Sachet,1.77,Diet - Probiotics - Fortiflora,active,0
70-68,FortiFlora Feline Sachet,1.77,Revenue Profit Categories - Over The Counter,active,0
62-28,Caninsulin 2.5ml,13.4,Revenue Profit Categories - Drug and Medications,active,0
93-400,RC FE Urinary SO Mod. Cal. Can (85g),1.99,Diet Manufacturers - Royal Canin,active,0
93-400,RC FE Urinary SO Mod. Cal. Can (85g),1.99,Revenue Profit Categories - Diet Revenue,active,0
93-274,RC K9 Gastro Int High Energy - Can,4.48,Diet Manufacturers - Royal Canin,active,0
93-274,RC K9 Gastro Int High Energy - Can,4.48,Revenue Profit Categories - Diet Revenue,active,0
93-316,RC K9 Hypo HP - Can,4.66,Diet Manufacturers - Royal Canin,active,0
93-316,RC K9 Hypo HP - Can,4.66,Revenue Profit Categories - Diet Revenue,active,0
93-603,RC FE Renal Support P 2kg,44.02,Diet Manufacturers - Royal Canin,active,0
93-603,RC FE Renal Support P 2kg,44.02,Revenue Profit Categories - Diet Revenue,active,0
